model_name= generate_cfg_from_synthese_file_Wscaled_aj
 --------------------------
  List of all combinations 
 --------------------------
#   id                Dnu          epsilon  delta0l_percent              HNR        a1ovGamma   Gamma_at_numax               a2               a3               a4               a5               a6        beta_asym                i
0000927               70              0.5               -5                5          0.45787                1                0                0                0                0                0                0           17.502
0000928               70              0.5               -5                5          0.49708                1                0                0                0                0                0                0           24.002
0000929               70              0.5               -5                5          0.99362                1                0                0                0                0                0                0           86.664
0000930               70              0.5               -5                5          0.15388                1                0                0                0                0                0                0           31.696
0000931               70              0.5               -5                5          0.62984                1                0                0                0                0                0                0           55.933
0000932               70              0.5               -5                5          0.64221                1                0                0                0                0                0                0           65.069
0000933               70              0.5               -5                5          0.64202                1                0                0                0                0                0                0           58.487
0000934               70              0.5               -5                5          0.48748                1                0                0                0                0                0                0            82.66
0000935               70              0.5               -5                5          0.71503                1                0                0                0                0                0                0           63.406
0000936               70              0.5               -5                5          0.14229                1                0                0                0                0                0                0           45.064
0000937               70              0.5               -5                5          0.60241                1                0                0                0                0                0                0           19.497
0000938               70              0.5               -5                5          0.48877                1                0                0                0                0                0                0            33.37
0000939               70              0.5               -5                5          0.17399                1                0                0                0                0                0                0           19.746
0000940               70              0.5               -5                5          0.26828                1                0                0                0                0                0                0           51.318
0000941               70              0.5               -5                5          0.69476                1                0                0                0                0                0                0           76.372
0000942               70              0.5               -5                5          0.54832                1                0                0                0                0                0                0            22.51
0000943               70              0.5               -5                5          0.22835                1                0                0                0                0                0                0           8.9465
0000944               70              0.5               -5                5          0.69435                1                0                0                0                0                0                0           33.002
0000945               70              0.5               -5                5          0.65284                1                0                0                0                0                0                0           4.1339
0000946               70              0.5               -5                5          0.16522                1                0                0                0                0                0                0           38.925
0000947               70              0.5               -5                5          0.33542                1                0                0                0                0                0                0           47.559
0000948               70              0.5               -5                5          0.56588                1                0                0                0                0                0                0           26.979
0000949               70              0.5               -5                5           0.9609                1                0                0                0                0                0                0           45.063
0000950               70              0.5               -5                5          0.72776                1                0                0                0                0                0                0           44.429
0000951               70              0.5               -5                5          0.29445                1                0                0                0                0                0                0           62.851
0000952               70              0.5               -5                5          0.12956                1                0                0                0                0                0                0           63.098
0000953               70              0.5               -5                5          0.93105                1                0                0                0                0                0                0            87.23
0000954               70              0.5               -5                5           0.7486                1                0                0                0                0                0                0           15.934
0000955               70              0.5               -5                5          0.37459                1                0                0                0                0                0                0           2.6472
0000956               70              0.5               -5                5          0.67414                1                0                0                0                0                0                0           36.615
0000957               70              0.5               -5                5          0.25692                1                0                0                0                0                0                0           78.756
0000958               70              0.5               -5                5          0.48372                1                0                0                0                0                0                0           85.517
0000959               70              0.5               -5                5          0.45067                1                0                0                0                0                0                0           57.503
0000960               70              0.5               -5                5          0.14481                1                0                0                0                0                0                0           68.398
0000961               70              0.5               -5                5          0.14464                1                0                0                0                0                0                0           13.352
0000962               70              0.5               -5                5          0.86513                1                0                0                0                0                0                0           77.352
0000963               70              0.5               -5                5         0.016533                1                0                0                0                0                0                0           12.068
0000964               70              0.5               -5                5          0.97733                1                0                0                0                0                0                0           13.246
0000965               70              0.5               -5                5          0.25689                1                0                0                0                0                0                0           51.318
0000966               70              0.5               -5                5          0.23046                1                0                0                0                0                0                0           5.3107
0000967               70              0.5               -5                5          0.52873                1                0                0                0                0                0                0           85.274
0000968               70              0.5               -5                5          0.71904                1                0                0                0                0                0                0           53.053
0000969               70              0.5               -5                5          0.42343                1                0                0                0                0                0                0           36.015
0000970               70              0.5               -5                5          0.74243                1                0                0                0                0                0                0           8.1478
0000971               70              0.5               -5                5          0.39885                1                0                0                0                0                0                0           26.068
0000972               70              0.5               -5                5          0.16381                1                0                0                0                0                0                0           67.921
0000973               70              0.5               -5                5          0.44297                1                0                0                0                0                0                0           58.999
0000974               70              0.5               -5                5          0.10463                1                0                0                0                0                0                0           87.282
0000975               70              0.5               -5                5          0.75809                1                0                0                0                0                0                0           32.359
0000976               70              0.5               -5                5          0.42653                1                0                0                0                0                0                0           85.832
0000977               70              0.5               -5                5          0.55674                1                0                0                0                0                0                0           77.727
0000978               70              0.5               -5                5          0.93349                1                0                0                0                0                0                0           33.499
0000979               70              0.5               -5                5          0.54169                1                0                0                0                0                0                0           10.974
0000980               70              0.5               -5                5          0.86242                1                0                0                0                0                0                0           28.976
0000981               70              0.5               -5                5          0.69255                1                0                0                0                0                0                0           66.649
0000982               70              0.5               -5                5          0.65987                1                0                0                0                0                0                0           12.946
0000983               70              0.5               -5                5          0.47215                1                0                0                0                0                0                0           80.747
0000984               70              0.5               -5                5          0.63184                1                0                0                0                0                0                0           25.033
0000985               70              0.5               -5                5          0.90453                1                0                0                0                0                0                0           4.4651
0000986               70              0.5               -5                5         0.097022                1                0                0                0                0                0                0            11.86
0000987               70              0.5               -5                5         0.032834                1                0                0                0                0                0                0           64.118
0000988               70              0.5               -5                5          0.25751                1                0                0                0                0                0                0           21.786
0000989               70              0.5               -5                5          0.95303                1                0                0                0                0                0                0           23.681
0000990               70              0.5               -5                5           0.5119                1                0                0                0                0                0                0            53.98
0000991               70              0.5               -5                5         0.025886                1                0                0                0                0                0                0           2.4267
0000992               70              0.5               -5                5          0.93464                1                0                0                0                0                0                0           10.729
0000993               70              0.5               -5                5          0.19707                1                0                0                0                0                0                0            74.12
0000994               70              0.5               -5                5          0.91571                1                0                0                0                0                0                0           77.566
0000995               70              0.5               -5                5          0.78201                1                0                0                0                0                0                0           61.841
0000996               70              0.5               -5                5          0.94148                1                0                0                0                0                0                0           45.956
0000997               70              0.5               -5                5          0.85729                1                0                0                0                0                0                0            88.33
0000998               70              0.5               -5                5          0.10064                1                0                0                0                0                0                0           8.3548
0000999               70              0.5               -5                5          0.90005                1                0                0                0                0                0                0           58.524
0001000               70              0.5               -5                5          0.94577                1                0                0                0                0                0                0           4.9388
0001001               70              0.5               -5                5          0.34088                1                0                0                0                0                0                0           27.277
0001002               70              0.5               -5                5          0.98242                1                0                0                0                0                0                0           32.499
0001003               70              0.5               -5                5          0.76548                1                0                0                0                0                0                0           89.905
0001004               70              0.5               -5                5          0.59468                1                0                0                0                0                0                0           41.958
0001005               70              0.5               -5                5          0.43787                1                0                0                0                0                0                0           15.643
0001006               70              0.5               -5                5          0.17248                1                0                0                0                0                0                0           7.1046
0001007               70              0.5               -5                5         0.061195                1                0                0                0                0                0                0           59.997
0001008               70              0.5               -5                5          0.99222                1                0                0                0                0                0                0           55.037
0001009               70              0.5               -5                5          0.54298                1                0                0                0                0                0                0           8.1566
0001010               70              0.5               -5                5          0.72329                1                0                0                0                0                0                0           60.617
0001011               70              0.5               -5                5          0.87046                1                0                0                0                0                0                0           82.492
0001012               70              0.5               -5                5          0.28862                1                0                0                0                0                0                0            86.28
0001013               70              0.5               -5                5          0.10738                1                0                0                0                0                0                0           39.388
0001014               70              0.5               -5                5           0.4875                1                0                0                0                0                0                0           21.938
0001015               70              0.5               -5                5          0.21908                1                0                0                0                0                0                0            72.04
0001016               70              0.5               -5                5          0.02819                1                0                0                0                0                0                0           78.975
0001017               70              0.5               -5                5          0.77741                1                0                0                0                0                0                0           6.7759
0001018               70              0.5               -5                5         0.047576                1                0                0                0                0                0                0           11.396
0001019               70              0.5               -5                5          0.79275                1                0                0                0                0                0                0           8.2655
0001020               70              0.5               -5                5          0.89231                1                0                0                0                0                0                0            31.61
0001021               70              0.5               -5                5           0.9786                1                0                0                0                0                0                0           70.747
0001022               70              0.5               -5                5          0.89132                1                0                0                0                0                0                0           85.018
0001023               70              0.5               -5                5          0.11855                1                0                0                0                0                0                0           17.367
0001024               70              0.5               -5                5          0.88542                1                0                0                0                0                0                0           65.918
0001025               70              0.5               -5                5          0.76318                1                0                0                0                0                0                0           74.538
0001026               70              0.5               -5                5          0.43061                1                0                0                0                0                0                0           66.936
0001027               70              0.5               -5                5           0.2815                1                0                0                0                0                0                0           27.728
0001028               70              0.5               -5                5           0.6647                1                0                0                0                0                0                0         0.036254
0001029               70              0.5               -5                5          0.53786                1                0                0                0                0                0                0           81.483
0001030               70              0.5               -5                5          0.83458                1                0                0                0                0                0                0           33.362
0001031               70              0.5               -5                5          0.46572                1                0                0                0                0                0                0           17.317
0001032               70              0.5               -5                5          0.80628                1                0                0                0                0                0                0           6.0433
0001033               70              0.5               -5                5          0.44439                1                0                0                0                0                0                0           24.384
0001034               70              0.5               -5                5           0.6592                1                0                0                0                0                0                0           41.149
0001035               70              0.5               -5                5         0.066063                1                0                0                0                0                0                0           17.631
0001036               70              0.5               -5                5          0.95494                1                0                0                0                0                0                0           76.725
0001037               70              0.5               -5                5         0.091129                1                0                0                0                0                0                0           42.168
0001038               70              0.5               -5                5          0.65507                1                0                0                0                0                0                0           86.253
0001039               70              0.5               -5                5          0.74848                1                0                0                0                0                0                0           1.5186
0001040               70              0.5               -5                5          0.29272                1                0                0                0                0                0                0           87.235
0001041               70              0.5               -5                5          0.20607                1                0                0                0                0                0                0           73.614
0001042               70              0.5               -5                5          0.40664                1                0                0                0                0                0                0           79.217
0001043               70              0.5               -5                5          0.86861                1                0                0                0                0                0                0            30.48
0001044               70              0.5               -5                5          0.36313                1                0                0                0                0                0                0           74.435
0001045               70              0.5               -5                5          0.94386                1                0                0                0                0                0                0           80.772
0001046               70              0.5               -5                5          0.47163                1                0                0                0                0                0                0             36.1
0001047               70              0.5               -5                5          0.32843                1                0                0                0                0                0                0           84.405
0001048               70              0.5               -5                5          0.78693                1                0                0                0                0                0                0             88.5
0001049               70              0.5               -5                5          0.81533                1                0                0                0                0                0                0           42.421
0001050               70              0.5               -5                5          0.79309                1                0                0                0                0                0                0           46.783
0001051               70              0.5               -5                5          0.33554                1                0                0                0                0                0                0           51.232
0001052               70              0.5               -5                5          0.98727                1                0                0                0                0                0                0           6.7873
0001053               70              0.5               -5                5          0.16614                1                0                0                0                0                0                0           80.939
0001054               70              0.5               -5                5          0.87308                1                0                0                0                0                0                0           75.219
0001055               70              0.5               -5                5          0.77618                1                0                0                0                0                0                0           6.9741
0001056               70              0.5               -5                5           0.3287                1                0                0                0                0                0                0           61.544
0001057               70              0.5               -5                5           0.3858                1                0                0                0                0                0                0          0.45969
0001058               70              0.5               -5                5         0.010663                1                0                0                0                0                0                0           10.512
0001059               70              0.5               -5                5          0.75675                1                0                0                0                0                0                0           55.526
0001060               70              0.5               -5                5         0.028294                1                0                0                0                0                0                0           32.882
0001061               70              0.5               -5                5          0.31888                1                0                0                0                0                0                0           71.971
0001062               70              0.5               -5                5         0.096322                1                0                0                0                0                0                0           62.236
0001063               70              0.5               -5                5          0.29949                1                0                0                0                0                0                0           82.998
0001064               70              0.5               -5                5          0.85769                1                0                0                0                0                0                0            52.76
0001065               70              0.5               -5                5         0.098569                1                0                0                0                0                0                0           38.515
0001066               70              0.5               -5                5          0.45246                1                0                0                0                0                0                0           4.3019
0001067               70              0.5               -5                5          0.79808                1                0                0                0                0                0                0           38.257
0001068               70              0.5               -5                5          0.65711                1                0                0                0                0                0                0           61.178
0001069               70              0.5               -5                5          0.66032                1                0                0                0                0                0                0           14.238
0001070               70              0.5               -5                5          0.80692                1                0                0                0                0                0                0           7.7515
0001071               70              0.5               -5                5          0.57835                1                0                0                0                0                0                0           59.379
0001072               70              0.5               -5                5          0.26952                1                0                0                0                0                0                0           77.934
0001073               70              0.5               -5                5          0.15527                1                0                0                0                0                0                0           67.471
0001074               70              0.5               -5                5          0.53906                1                0                0                0                0                0                0            81.61
0001075               70              0.5               -5                5          0.53262                1                0                0                0                0                0                0           87.989
0001076               70              0.5               -5                5         0.054102                1                0                0                0                0                0                0           19.481
0001077               70              0.5               -5                5          0.43304                1                0                0                0                0                0                0               69
0001078               70              0.5               -5                5          0.86025                1                0                0                0                0                0                0           10.462
0001079               70              0.5               -5                5          0.73621                1                0                0                0                0                0                0           1.0093
0001080               70              0.5               -5                5          0.79061                1                0                0                0                0                0                0           14.917
0001081               70              0.5               -5                5          0.70532                1                0                0                0                0                0                0           79.468
0001082               70              0.5               -5                5          0.80333                1                0                0                0                0                0                0           30.727
0001083               70              0.5               -5                5          0.92354                1                0                0                0                0                0                0           65.145
0001084               70              0.5               -5                5          0.99653                1                0                0                0                0                0                0           84.728
0001085               70              0.5               -5                5          0.35982                1                0                0                0                0                0                0           17.181
0001086               70              0.5               -5                5          0.80616                1                0                0                0                0                0                0           34.369
0001087               70              0.5               -5                5          0.68315                1                0                0                0                0                0                0           75.057
0001088               70              0.5               -5                5          0.38986                1                0                0                0                0                0                0           17.592
0001089               70              0.5               -5                5          0.53429                1                0                0                0                0                0                0           17.146
0001090               70              0.5               -5                5          0.73721                1                0                0                0                0                0                0           53.676
0001091               70              0.5               -5                5         0.060876                1                0                0                0                0                0                0            25.07
0001092               70              0.5               -5                5          0.21445                1                0                0                0                0                0                0           6.5622
0001093               70              0.5               -5                5          0.39205                1                0                0                0                0                0                0           37.157
0001094               70              0.5               -5                5          0.41691                1                0                0                0                0                0                0           4.6179
0001095               70              0.5               -5                5          0.97959                1                0                0                0                0                0                0           66.384
0001096               70              0.5               -5                5          0.89054                1                0                0                0                0                0                0           54.153
0001097               70              0.5               -5                5         0.016858                1                0                0                0                0                0                0           2.4687
0001098               70              0.5               -5                5          0.18034                1                0                0                0                0                0                0           36.579
0001099               70              0.5               -5                5          0.63023                1                0                0                0                0                0                0             39.9
0001100               70              0.5               -5                5           0.5975                1                0                0                0                0                0                0           60.752
0001101               70              0.5               -5                5          0.86833                1                0                0                0                0                0                0          0.53649
0001102               70              0.5               -5                5          0.50805                1                0                0                0                0                0                0           65.887
0001103               70              0.5               -5                5           0.8218                1                0                0                0                0                0                0           45.471
0001104               70              0.5               -5                5          0.99779                1                0                0                0                0                0                0           49.876
0001105               70              0.5               -5                5          0.12956                1                0                0                0                0                0                0           66.693
0001106               70              0.5               -5                5          0.76114                1                0                0                0                0                0                0           73.688
0001107               70              0.5               -5                5          0.11579                1                0                0                0                0                0                0           57.683
0001108               70              0.5               -5                5          0.16232                1                0                0                0                0                0                0           85.731
0001109               70              0.5               -5                5           0.6499                1                0                0                0                0                0                0           78.875
0001110               70              0.5               -5                5         0.045901                1                0                0                0                0                0                0           79.679
0001111               70              0.5               -5                5          0.53845                1                0                0                0                0                0                0           25.546
0001112               70              0.5               -5                5         0.098392                1                0                0                0                0                0                0           56.149
0001113               70              0.5               -5                5           0.5094                1                0                0                0                0                0                0            3.496
0001114               70              0.5               -5                5          0.18003                1                0                0                0                0                0                0            72.98
0001115               70              0.5               -5                5          0.14559                1                0                0                0                0                0                0           66.065
0001116               70              0.5               -5                5          0.29659                1                0                0                0                0                0                0           35.221
0001117               70              0.5               -5                5          0.60893                1                0                0                0                0                0                0           78.657
0001118               70              0.5               -5                5          0.16419                1                0                0                0                0                0                0           60.635
0001119               70              0.5               -5                5          0.59964                1                0                0                0                0                0                0           87.779
0001120               70              0.5               -5                5          0.94633                1                0                0                0                0                0                0           10.307
0001121               70              0.5               -5                5          0.76342                1                0                0                0                0                0                0           70.567
0001122               70              0.5               -5                5          0.34351                1                0                0                0                0                0                0           31.853
0001123               70              0.5               -5                5         0.076943                1                0                0                0                0                0                0            54.28
